Autor,Favs,RTs,Texto,Timestamp
Aaron 🙃,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:44:33
President Kim,0,0,"@NStafeenee @SISTERS18092517 @JeffreeStar James Charles is always in some drama and he never changes , he knew what… https://t.co/ryM6FcDH1C",2019-05-17 11:44:32
𝔪𝔢𝔤𝔠𝔥𝔞𝔫,1,0,its so exhausting that when james charles was racist n thransphobic people saying so werent given half the attentio… https://t.co/lwMCJCEA7Y,2019-05-17 11:44:30
🌊PK 🍓,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 11:44:13
trotro HUNKsaker,4,1,James Charles tried to make me come out as gay. Saying “Nahhh” was the hardest thing I ever had to do,2019-05-17 11:44:13
❥Ⱥsħ,0,55,RT @est_doll: The Tati and James Charles situation at this point 😂 https://t.co/HuBb40085i,2019-05-17 11:43:51
Madelyn Kaplan,0,0,Yay! The tea we all need.                    If James Charles And Tati Westbrook Had A Rap Battle.. https://t.co/gi4kDfTIEY via @YouTube,2019-05-17 11:43:48
khush🌿,0,1009,RT @maggie_goldberg: everyone’s talking about Tati and James Charles but WHY is no one talking about THIS. PIPING HOT. TEA. 🤯 https://t.co/…,2019-05-17 11:43:47
✰,1,0,this shouldn’t be swept under the rug cause you wanna save earth so many things need to be talked about: our earth… https://t.co/TEKmx3lcLZ,2019-05-17 11:43:37
αυƚυɱɳ Ⴆɾσσƙҽ🍍,0,0,"Me: i really don’t give a shit about this James Charles drama

Also me: *sees more drama about it* https://t.co/avfwkQbfwN",2019-05-17 11:43:35
myfeatherLisa,0,14,"RT @dlobrik: wtf?? so tati lied and james charles is innocent ????? im confused ,,,,, https://t.co/GREPjDAXvd",2019-05-17 11:43:34
Pringle,0,22733,"RT @AlexHilbert_: Who did more for gay rights?

Retweet for Mr. Ratburn, like for James Charles https://t.co/5vZ8w1R5Vb",2019-05-17 11:43:27
zoe,0,4,RT @emilygeere: i know that James Charles has made some mistakes but i don’t believe that anyone deserves to suffer this much 😔,2019-05-17 11:43:22
Claire mautz,0,0,can we stop talking about james charles please,2019-05-17 11:43:19
Manar🌟,0,0,@Housenahmad2 @jamescharles @SocialBlade Um no. James Charles is canceled💆🏻‍♀️,2019-05-17 11:43:18
Bee,0,2,RT @aangharadd: Attempts to take down constant fetishisation n invalidation of bi/lesbian women by straight men  should have the same energ…,2019-05-17 11:43:17
Bee,0,2,RT @aangharadd: Cases like James charles’ only emphasis how everyone is coded to benefit straight men. Why is it only when a gay man’s feti…,2019-05-17 11:43:14
Spimon79,0,91,RT @KeatonMilburn: people unfollowing james charles JUST “cancel” him &amp; lose millions is not proving anything. calling someone out when the…,2019-05-17 11:43:11
Ethan Orchard,2,0,"@BurglerBacon @LTLICKME James Charles did something wrong though, LT is correct here so how is he gonna be ‘the next James Charles ‘?",2019-05-17 11:43:11
Alia,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 11:43:08
Magi,0,25,RT @viictoriiaa_a: Can we stop focusing on the whole stupid ass James Charles and Tati drama and pay attention to bigger issues like the fa…,2019-05-17 11:43:00
Alia,0,22206,"RT @natmxrvel: Who is a better influence on the YouTube community 

rt for a piece of fucking celery
like for James Charles https://t.co/WC…",2019-05-17 11:42:55
Fernando,0,345,RT @RoyBrandoo: James Charles looking at everyone use the girl Snapchat filter https://t.co/NVGux8LdfW,2019-05-17 11:42:55
ICARUSFALLS,0,9522,RT @httpickles: Ok but why James Charles look like Kevin from Spongebob IM- https://t.co/As4T96FlRH,2019-05-17 11:42:55
𝕰𝖕𝖎𝖕𝖍𝖆𝖓𝖞 // brockhampton baby,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:42:55
holyheck,0,3,"RT @wetheunicorns: Tati Westbrook asks fans to stop sending James Charles ""abusive memes"" in new video

https://t.co/9SprKTX1bG https://t.c…",2019-05-17 11:42:54
ariana nunez,0,20853,RT @insecurechambie: james charles joining jordyn woods and pete davidson in the homeless shelter  https://t.co/5SNz4vuHe2,2019-05-17 11:42:53
josh me sonrió,0,370,"RT @xfaithfulsinsx: who's done more for the makeup community, the lgbtq community, the music industry etc? rt for ryan ross, like for james…",2019-05-17 11:42:30
Marco Calderon,0,116,"RT @KEEMSTAR: Conflicted .

I have been betrayed by people who i helped out big time on YouTube so i understand exactly how Tati felt!

But…",2019-05-17 11:42:27
elysha,1,0,james charles being expose by cute straight guys,2019-05-17 11:42:26
Emily Sarah Geere,38,4,i know that James Charles has made some mistakes but i don’t believe that anyone deserves to suffer this much 😔,2019-05-17 11:42:16
Archie,0,1397,"RT @noise_account: like for james charles
rt for a literal fucking picture of nothing https://t.co/I4F13abWBO",2019-05-17 11:42:15
elise,0,10,RT @emilygentry22: hey do y’all remember when Twitter was funny and not about politics and James Charles ? ?,2019-05-17 11:42:06
emily l d'costa,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:42:01
Moriah Emrick,0,1556,"RT @kingotheclouds: James Charles                   Billie Eilish          
                                🤝🏻
                  wish you w…",2019-05-17 11:41:54
Pip Skylark,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:41:52
jelly - pinned! 🧚🏼‍♂️,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 11:41:48
✰,1,0,i’m kinda not okay with y’all saying this james charles drama doesn’t matter cause it does it’s not just the fuckin… https://t.co/nexXJZAkX4,2019-05-17 11:41:46
Suemitraa,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:41:46
Paddy Matthews 🍀,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 11:41:46
myfeatherLisa,0,166,RT @adam22: just watched this new Tati video. so she destroyed James Charles' career and now she wants us to feel bad for her bc she feels…,2019-05-17 11:41:41
President Kim,0,0,"@NStafeenee @SISTERS18092517 @JeffreeStar I think you didn’t get what I’m saying here 
Jeffrey CHANGED , I never sa… https://t.co/vpV7uyNb9B",2019-05-17 11:41:39
mia,1,0,"@webbersbrock James Charles? Sorry sis but we only know you; the queen of makeup

James Charles: cAnCeLlEd BiTcH",2019-05-17 11:41:38
James Field,0,2,"RT @dovelydomas: James Charles is officially buying subs. This is what we call the: 

D-E-S-P-E-R-A-T-E",2019-05-17 11:41:35
kyla Jasmine,0,129,"RT @AshlyeKyle: 🔴Retweet... Doing another Follow Spree for all I miss! 🔴

Tati SPEAKS OUT On James Charles... AGAIN https://t.co/Nphm2c4tNi…",2019-05-17 11:41:18
regina,0,1,"RT @OrangePaulp: If you’re not watching Tati’s James Charles exposé in 65mm, it’s really not worth it.",2019-05-17 11:41:10
Moosa Raza,0,0,"James Charles, a millionaire. Used his power and fame to force and manipulate straight boys and gay men into sex.
H… https://t.co/zv2pqGXfKc",2019-05-17 11:41:08
Darren Staton,0,0,Bet y’all can’t unsubscribe from your Juul like you did James Charles... but that’s none of my business 🐸 ☕️,2019-05-17 11:41:08
éormensyl,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:41:04
I want to Kashoot myself,0,5391,"RT @dumbbitchuvie: guy: i’m straight
tati westbrook: he’s straight
jeffree star: he’s straight
james charles: https://t.co/rD2vHwYf2k",2019-05-17 11:41:03
𝚢𝚎𝚜𝚜𝚜𝚒🌿,0,34,RT @alyssajeter47: everyone on some james charles shit while jenna marbles out here smellin the bullshit and puttin out fires https://t.co/…,2019-05-17 11:41:01
I want to Kashoot myself,0,14228,"RT @uncommitful: JAMES CHARLES AND TATI WESTBROOK JUST FOUGHT AT-

Now that I have your attention, animal abuse has to stop. It’s been esti…",2019-05-17 11:40:57
Alison🎗,0,30,"RT @natekgarner: RT &amp; GO WATCH!

James Charles is OVERRATED AF... wuuuuut 😱

https://t.co/zlstvc7NNU

👆🏽 https://t.co/Pssj2uoPQP",2019-05-17 11:40:54
alex ➳,1,1,"whatever your opinion on the james charles drama is, at least we can all agree that the memes are 10/10",2019-05-17 11:40:53
⛏HAPPY HOUR⛏,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:40:52
I want to Kashoot myself,0,3819,"RT @ttlylucy: Just seen this screenshot &amp; I can’t believe I didn’t even know this.

With all the James Charles and Tati Westbrook scandal h…",2019-05-17 11:40:49
saiyan boi memes,0,0,"Innocent straight male breathing:
Not a fuckin soul:
James Charles… https://t.co/Y4xwE0bcCz",2019-05-17 11:40:48
calum white,0,55,RT @est_doll: The Tati and James Charles situation at this point 😂 https://t.co/HuBb40085i,2019-05-17 11:40:48
Ķıțțý,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:40:38
myfeatherLisa,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 11:40:34
shelbz 🦋✨💕,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 11:40:32
matthew morris,0,3,RT @ShubinJake: Lmao all twitter is now is shit about abortions and James Charles can y’all just rt puppies and start twitter drama like th…,2019-05-17 11:40:28
Shady Ass,0,7,"RT @ellelovestea: Nikita stans: ""Nikita Dragun is the queen of clickbait! It's not that deep, she didn't mention James or Tati in her video…",2019-05-17 11:40:26
ava kinninger,0,22,RT @TeaSpillCentral: tati westbrook looking at James Charles’ career the second after she uploaded her video https://t.co/qoQFkkwj0h,2019-05-17 11:40:26
Google News On,0,0,Tati Westbrook Drops New Video Addressing James Charles Drama: 'I Do Really Want the Hate to Stop' https://t.co/kntEe5yjPS,2019-05-17 11:40:26
Cameron_Seavey,0,477,RT @sydnieavery: currently explaining all the james charles drama to my mom and she quietly whispers “i hope he doesn’t hurt himself......”…,2019-05-17 11:40:19
j,0,2,RT @w6g14: i wish i could lose weight the way James Charles is losing subs,2019-05-17 11:40:08
xiushangirl,0,1,RT @HEATHENLlVE: first he dragged james charles and now this .... we have to stan https://t.co/t1veNNvGxS,2019-05-17 11:40:05
ᵐᶦᵏᵉᵃᵛᵉʳˢᵐᵃⁿ,1,0,did jAmes chArles... indvent the gAAy??,2019-05-17 11:39:51
myfeatherLisa,0,50,"RT @juliakroesler: Tati: Completely drags James Charles in 40 minute video talking about how bad of a person he is

James: Loses 4 million…",2019-05-17 11:39:49
TheBaconBurgler,1,0,@LTLICKME I think your gonna be the next James Charles dude -_-,2019-05-17 11:39:45
Lexy The Loveless Proxy,0,0,"Thats Why Im Not Okay With #CyberBullying (James Charles) Because
I Been #CyberBullied On Social Media By My… https://t.co/TqfNjgq2G9",2019-05-17 11:39:42
y.⋆̩☂︎*̣̩,0,0,James Charles 's brain dead fans are genius. Let's think?,2019-05-17 11:39:42
Vanda Vadas,0,27,"RT @BnBpubs: 🌹Henry, Elizabeth, James, Charles, Cromwell – the de Greys knew them all🌹
https://t.co/K87VkcsSi2
#KU https://t.co/pGiU3Pokjy",2019-05-17 11:39:35
isabel 80,0,387,"RT @hearts_seavey: Who has done more for the beauty community?
RT for Christina Marie 
LIKE for James Charles https://t.co/16IDdZD6gK",2019-05-17 11:39:31
bebe saw stray kids and won't shut up about it,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:39:28
parody account,0,0,y’all cancelled james charles with no proof but staying silent on jeffree because y’all like him? jeffree IS a pedo… https://t.co/wqb2xRFpqh,2019-05-17 11:39:26
johanna,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:39:23
K R I S T I N A 💙,3,0,The politicians saying it’s OK to be raped need to put James Charles in charge I mean they have one thing in common… https://t.co/hxCCNWNpHd,2019-05-17 11:39:14
𝔼𝕞𝕚𝕝𝕪❥,0,0,"my tl right now: 
James Charles 
Abortion laws 
The earth dying 
Memes
More James Charles 
More abortion laws 
Even… https://t.co/CjiGpszGjf",2019-05-17 11:39:14
liz,0,190,RT @CaucasianJames: damn i really am replacing james charles https://t.co/3wgpyPMDVz,2019-05-17 11:39:13
The Confession Of Melanin Queen 🇭🇹,0,0,As Told by Kenya on YouTube be liiiiiving for the James Charles tea 🍵 and I be on my couch CRINE,2019-05-17 11:39:10
sh8t,0,62,"RT @AsheLilith: Just because James Charles got ""cancelledt"" 

Doesn't mean one small fucking thing ya'll be cancelling people too. 

You fu…",2019-05-17 11:39:07
myfeatherLisa,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:39:00
Megan,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:39:00
kaitcous,2,0,"Just checked social blade and James Charles subs are going back up and I’m so happy, idc what happened I’m stilll s… https://t.co/WkjiHz9eMA",2019-05-17 11:38:54
❁ CAM ❁,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 11:38:51
Morgan Oberley,0,1828,RT @nailaunique: The Tati Westbrook and James Charles drama in 51 seconds 😭😂 #TatiWestbrook #JamesCharles #byesister •(here you go for thos…,2019-05-17 11:38:47
alyssa🥭,0,7546,RT @lileyrenard: straight guys talking to james charles https://t.co/22NiSTF0ey,2019-05-17 11:38:44
kivelli meadows,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 11:38:41
Michelle💙,0,58646,"RT @trashythot: in honor of this james charles scandal i’m offering everyone who retweets this $1,000 if we can get him down to 1 million s…",2019-05-17 11:38:39
Michelle 💖,0,0,Lol'ing at the 13yo's using their mommy and daddy's credit card to buy James Charles subscribers.,2019-05-17 11:38:37
myfeatherLisa,0,122,RT @LOVELEFLEUR: how y’all be looking resubbing to james charles after tati said she wasn’t trying to cancel him https://t.co/ZhdV3GUtvY,2019-05-17 11:38:37
Imanol Garcia,0,22733,"RT @AlexHilbert_: Who did more for gay rights?

Retweet for Mr. Ratburn, like for James Charles https://t.co/5vZ8w1R5Vb",2019-05-17 11:38:28
🥀The Lonely Poet🥀,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:38:27
milly,0,13111,RT @trumansoph: Straight men are mad at James Charles for trying to get with straight guys yet y’all are happy to say to gay girls ‘I recko…,2019-05-17 11:38:25
V,5,0,"Nobody:

Youtubers: exposing my DMs with James Charles",2019-05-17 11:38:18
❁Bri McMahon❁,0,15464,"RT @alfiexrose: okay i get that everyone is mad at james charles but he actually made a good point here, https://t.co/qkGJjXy47I",2019-05-17 11:38:15
🅝 🅐 🅣,0,522,RT @RemingtonLeith: Can’t go on my phone anymore without seeing JAMES CHARLES IS CANCELLED lmao,2019-05-17 11:38:14
𝔸𝕓𝕤𝕥𝕖𝕣 𝔾 🙌🏻,0,1,"RT @freakybobo: Am I the only one who thinks that James Charles deserves another chance? Like he did a mistake and that’s a lesson for him,…",2019-05-17 11:38:08
Michelle💙,0,13361,RT @STEREKXDYLAND: Another proof that james charles harasses straight boys https://t.co/KybiI44ySj,2019-05-17 11:38:08
( ͡° ͜ʖ ͡° ),0,383,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 11:38:01
Kaitlyn Pendleton,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 11:38:00
🌹🕊,0,202,"RT @KEEMSTAR: I find it’s a bit strange Tati is asking for the Jame Charles Hate to stop when it already stopped &amp; he’s gaining subs. 

If…",2019-05-17 11:38:00
ʟᴜ!,0,370,"RT @xfaithfulsinsx: who's done more for the makeup community, the lgbtq community, the music industry etc? rt for ryan ross, like for james…",2019-05-17 11:37:58
7 Days😓♥ | HEADASSMARA,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 11:37:47
shree,0,16942,"RT @riamokashi: If everyone boycotted plastic like they did with James Charles, global warming would end",2019-05-17 11:37:40
We The Unicorns,7,1,"People are leaking texts allegedly sent by James Charles after the Tati drama.

https://t.co/aDZWhNTbWP https://t.co/Dnpz3QbOFw",2019-05-17 11:37:40
gNat,0,528,RT @michaelgclump: When you have no idea who James Charles is but you keep seeing his name on your timeline. https://t.co/lC6fwVzmCd,2019-05-17 11:37:39
ConorMcKendry,0,2994,RT @DolanDark: James Charles: The Movie https://t.co/pZG8qYU7r3,2019-05-17 11:37:37
Aiden,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 11:37:26
Cara Morley,0,28702,RT @KateGabrielson: shane dawson on his way to james charles’ house to make a series about sexual predators https://t.co/PiiRvQL3sq,2019-05-17 11:37:26
hottest flower boi t’at popped up on th’ scene 🌻,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 11:37:20
glenda 🐼,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:37:17
Skinny Gay,0,4,"RT @BenBluee: IM THE NEW JAMES CHARLES!!! (Transforming into Michael Jackson tiktok) 
Retweet this and illl spam or dm you 💙💙💙💙 

LINK: htt…",2019-05-17 11:37:10
— zey saw endgame,0,16,"RT @quilledegg: james charles apology video: but better

@jacksfilms https://t.co/HKLxSUqWXR",2019-05-17 11:37:08
🧘🏻‍♀️bay🧘🏻‍♀️,3,1,Am I the only one who thinks that James Charles deserves another chance? Like he did a mistake and that’s a lesson… https://t.co/38AlLvLyTV,2019-05-17 11:37:05
BluAxel,0,2394,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 11:37:02
We The Unicorns,10,3,"Tati Westbrook asks fans to stop sending James Charles ""abusive memes"" in new video

https://t.co/9SprKTX1bG https://t.co/AhGMxOFRRj",2019-05-17 11:37:00
p🍒,0,1675,"RT @neveeferguson: riiiight i get all the James Charles drama BUT can’t help but feel so worried for the man’s mental health, this level of…",2019-05-17 11:37:00
Stephen Hernandez,2,0,Doesnt this snapchat filter make me look like james charles😂😂 https://t.co/eI1MtP5jfA,2019-05-17 11:36:56
storn,0,601,"RT @TransHerobrine: James Charles: 
- transphobic/racist
- preys on straight men
- charges $500 for a concert
- can’t sing
- Takes his frie…",2019-05-17 11:36:47
Gabby Koerling,0,22,RT @BuzzFeed: This Musician Added Music To Cardi B Talking About Uggs And It's Hilarious And Kind Of A Bop https://t.co/hz3eSvGH0o,2019-05-17 11:36:46
ⓘⓢⓢⓐ ⓨⓐ ⓑⓞⓘ ⓖⓘⓐⓝ,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 11:36:43
bridget,0,1198,RT @NolanR: How James Charles convinces straight guys they’re gay https://t.co/yGRlKEfW9d,2019-05-17 11:36:40
Juan Miguel Deleon,2,0,"Internet: ProJared and James Charles get canceled

Bill Nye Swears

Mr.Ratburn is gay

Me: https://t.co/QmSe8gjq27",2019-05-17 11:36:34
Elijah🎶,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 11:36:20
