Autor,Favs,RTs,Texto,Timestamp
Tiff 🤧,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:20:50
pankakeaids,0,740,RT @LeakyFN: Who is prettier?                                                RT for Trog or Like for James Charles https://t.co/cqY1NeGzzZ,2019-05-17 12:20:28
Leah,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:20:28
bee saw endgame x2,0,34,RT @alyssajeter47: everyone on some james charles shit while jenna marbles out here smellin the bullshit and puttin out fires https://t.co/…,2019-05-17 12:20:22
Dana's Gone Crazy,0,9522,RT @httpickles: Ok but why James Charles look like Kevin from Spongebob IM- https://t.co/As4T96FlRH,2019-05-17 12:20:22
H,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 12:20:17
loli hunter,0,44,"RT @TheCaptainSauce: Ive been absent on the hot takes this week, so let me catch up:
James Charles is a creep and deserves to be canceled
T…",2019-05-17 12:20:08
Alexandria,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:20:04
Pollyanna,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:19:55
♡ 𝐣𝐢𝐦𝐢𝐧’𝐬 𝐦𝐚𝐧𝐚𝐠𝐞𝐫 | 𝐦𝐢𝐥𝐥𝐢𝐞,0,16,"RT @octabil: James Charles: 
-transphobic
-hunt on straight guys
-charges $500 for a m&amp;g
-can’t sing

Billie Eilish:
-supports everyone !!!…",2019-05-17 12:19:49
rafa moreira manoo,0,9084,RT @MrBrandonCotton: this is my favourite video from the tati and james charles drama https://t.co/0nKT609gUp,2019-05-17 12:19:47
Fools Lynx,0,0,1 week on from the James Charles drama and he is once more gaining subscribers after losing around 3 million subscribers.,2019-05-17 12:19:41
myfeatherLisa,0,0,"@GlamLifeGuru 
You certainly don't have a phone? Again you turn to the youtube platform. Use your brains. You start… https://t.co/wgBdISEmZM",2019-05-17 12:19:34
brii 💕,0,277,RT @offwhitevIone: wait so this whole James Charles vs. Tati thing was a publicity stunt? 💀 https://t.co/Iv60hTxjS3,2019-05-17 12:19:34
Minti,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:19:33
Jarred Beesan⚜,0,0,@junglepapii Nah best they give James Charles,2019-05-17 12:19:26
Abbi Verville 🎗,0,3,RT @kevindroniak: me during all of the james charles drama https://t.co/byAWel3s37,2019-05-17 12:19:25
A🌷,0,0,"sry but I  don’t agree w Bella Thorne. James Charles did not take signals &amp; still tried to get w STRAIGHT boys. 
Y’… https://t.co/CBNvepUuoe",2019-05-17 12:19:23
lorliyana,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 12:19:15
zyr,0,153,"RT @msenobago: so much drama on twitter rn;

beauty community: james charles issue
kpop industry: jisoo mika salamanca drama
philippine ele…",2019-05-17 12:19:05
Kevin Droniak,33,3,me during all of the james charles drama https://t.co/byAWel3s37,2019-05-17 12:19:03
Harry Bingam,0,62,"RT @AsheLilith: Just because James Charles got ""cancelledt"" 

Doesn't mean one small fucking thing ya'll be cancelling people too. 

You fu…",2019-05-17 12:19:03
natixx🐰,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:18:50
bv,0,0,@repeattofade @rafayagha James Charles needs a new wig,2019-05-17 12:18:46
Samus Aran,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:18:46
i saw BP 💗🖤 Adanys,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:18:43
𝐚𝐧𝐨𝐮,0,0,@fckeveryword this post was made by james charles gang,2019-05-17 12:18:37
Meme Goddess,0,0,Yes James Charles made an oopsie. But there’s other things going on that we should be concerned with. Here’s a list… https://t.co/siGAORUaJV,2019-05-17 12:18:31
nim,0,3327,RT @nowthisisliving: why do I feel like the straight men that are upset about James Charles hitting on them are the same straight men that…,2019-05-17 12:18:28
۞ ϟ 𝖆𝖊𝖐𝖆 ϟ ۞,0,2,"RT @octaviasstark: james charles      my grades
subscriber 
count 
                          🤝
           dropping with record…",2019-05-17 12:18:25
𝕗𝕠𝕣𝕘𝕖𝕥-𝕞𝕖-𝕟💍𝕥 ˘͈ᵕ˘͈,3,0,"tati after wrecking james charles' career with a 45 mins video outing him for being disloyal, money hungry and a se… https://t.co/4uHZUHIj85",2019-05-17 12:18:19
Erica Cruz,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:18:18
• c u t e •,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:18:13
Ellé G xo,5,0,"Feel like I’m the only person who doesn’t know or give a shit about what’s happening with James Charles, who even i… https://t.co/mPLmvVRx7X",2019-05-17 12:18:07
𝔪𝔶𝔰𝔥𝔞,0,37714,RT @JacobcWhite123: Jeffree Star when he found out James Charles was trying to seduce Nate https://t.co/6ZSdLJoo1A,2019-05-17 12:18:07
call me stevo,0,23579,RT @RealMattLucas: Was totally straight before James Charles slid into my DMs and now look what’s happened https://t.co/Ps5oQglBN2,2019-05-17 12:18:07
ᴀ ᴄᴜᴘ ᴏғ ᴛᴀᴇ ᴡ ᴀ sᴜɢᴀ ᴀɴᴅ ᴀ ᴋᴏᴏᴋɪᴇ,0,68,"RT @ChimChimTrashyt: The whole world: James Charles is cancelled 👺👺
Me: I hope this means his palette goes on sale because all shit aside i…",2019-05-17 12:18:06
VOTE #10🇸🇮 #17🇮🇸 #02🇦🇱 #03🇨🇿 #TEAMYVIE,0,0,Ladies James Charles started gaining subs it’s time we do something!!!!!,2019-05-17 12:18:06
🛫,0,4165,"RT @G0THYUTA: James Charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 
- can’t sing

Yuta :
- supports trans peop…",2019-05-17 12:18:04
Joanna,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:17:55
rrino,0,79,RT @bruhitssummerrr: we need to cancel these men like we did James Charles  #AbortionIsAWomansRight https://t.co/VgLHZdZ3nE,2019-05-17 12:17:54
MacKenzie Dudley,6,0,i saw someone say that if we spent as much time fixing the environment as we did caring about james charles’ scanda… https://t.co/tipgl7Aqio,2019-05-17 12:17:54
sad ramen hours?,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:17:48
James Lucas,0,0,"Charles Marion Russell, Fine Art Print : Bruin Not Bunny Turned the Leaders Great value #bunnyart #bunnyprint… https://t.co/wmgP7e5WCT",2019-05-17 12:17:47
Mursal,0,183,"RT @velvetpromoter: tati : releases “why i did it ...”
james charles : https://t.co/1edy7tUeEN",2019-05-17 12:17:43
sol,0,352,RT @YELL0WSGANG: i can’t believe james charles said this.. he’s cancelled for good https://t.co/sFDgBoot5K,2019-05-17 12:17:42
i love you 3000,5,2,"james charles      my grades
subscriber 
count 
                          🤝
           dropping with record… https://t.co/X5E3XDVnJ4",2019-05-17 12:17:42
Eva Freytes Robinson,2,0,@Tonya_Stylz Now im 100% Sure Zamora was taunting Tati to release a video so he could be in the spotlight with 0 re… https://t.co/Xv0R4dhkDV,2019-05-17 12:17:36
愛莉,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 12:17:35
ً,1,0,talk about bretman rock’s view on james charles’ apology video — *james charles deep heterosexual voice* WOOMP WOOM… https://t.co/CMip6laPCZ,2019-05-17 12:17:34
j,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:17:31
The Amazing Afro Dickhead,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:17:30
bee saw endgame x2,0,100,RT @Jaack: Was about to moan about Tati milking this James Charles thing completely dry... but then remembered I’m still living off a 2017…,2019-05-17 12:17:26
kens💜,2,0,is anyone else tired of hearing abt the james charles and tati thing or is it just me?,2019-05-17 12:17:23
ℱⅈ∪mⅈℯ,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:17:17
Joelski,0,0,@LegKickTKO @NotAlexJones Or James Charles. HAAAYAOOO IM UP ON THE INTERNET GOSS WHaTS POPPIN FAM CLICK LIKE AND SU… https://t.co/ujA7GUItlR,2019-05-17 12:17:16
Elizabeth Maxa,0,0,HaHA James Charles tho lol did u see that heheheee,2019-05-17 12:17:05
sasha,0,116,"RT @KEEMSTAR: Conflicted .

I have been betrayed by people who i helped out big time on YouTube so i understand exactly how Tati felt!

But…",2019-05-17 12:17:03
James Lucas,0,0,"Charles Marion Russell, Fine Art Print : Through The Alkali, Wild West Painting Take a look #wildwest #artpainting… https://t.co/MR0GphcDYX",2019-05-17 12:17:03
HunterXL⛓️,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:16:59
BMoney,1,0,All I’m saying is.. the way this James Charles character has been acting is the reason why the majority of straight… https://t.co/ICQi3JSNVu,2019-05-17 12:16:58
James Lucas,0,0,"Charles Marion Russell, Fine Art Print : When Guns Were Passports Top offers #charlesrussell #russellcharles… https://t.co/HWsJxWpnla",2019-05-17 12:16:50
eunoia,2,0,"all i learned from james charles drama is that tati westbrook is a freaking role model, she has wonderful character… https://t.co/uLRJAJL4CM",2019-05-17 12:16:46
ThePigPigGamer,0,25,"RT @Zulimations: who did more for the LGBT community
like for James Charles
RT for SSBU Angry Sun https://t.co/UrgimZzZbo",2019-05-17 12:16:42
lissie,0,297,"RT @hoeforyeri: Who has done more for the beauty community? 
rt for Irene
like for James Charles https://t.co/SLPXid2G6K",2019-05-17 12:16:41
😈,2,0,time to read up on both the huawei vs united states thing and the tati westbrook vs james charles thing,2019-05-17 12:16:39
maek 🤐,0,1397,"RT @noise_account: like for james charles
rt for a literal fucking picture of nothing https://t.co/I4F13abWBO",2019-05-17 12:16:36
💚 mintie 💙,0,460,"RT @pkyeet: Who did more for the beauty Industry?

Like for James Charles 

RT for ness https://t.co/E9i4vLT7QJ",2019-05-17 12:16:35
Connects,0,0,"YouTube accounts that spill tea, tearful apology videos, loss of subscribers in their millions… it’s been hard to a… https://t.co/q6iX013z47",2019-05-17 12:16:31
juuwia,0,0,"James Charles lost a fuck ton of followers after he was revealed to be a predator, meanwhile Kero literally fucks d… https://t.co/ftdRGovwUZ",2019-05-17 12:16:31
A,12,0,@outofcontextars Didn’t know James Charles was an Arsenal fan,2019-05-17 12:16:27
Oscar Mackay,0,43,RT @BenGrimes1: James Charles talking about the waiter https://t.co/EUKdxMid0i,2019-05-17 12:16:24
oh shit i AM the gay cousin,0,0,How is James Charles so famous he doesn't even have a last name,2019-05-17 12:16:21
SunCheeks,0,0,👍 on @YouTube: Jeffree Star DELETED 3k Tweets Because Of James Charles https://t.co/jqanM5RUFl,2019-05-17 12:16:21
mar antonio citlali,4,0,there is literally psychics on youtube reading james charles cards and explaining them to him as if he is there . God i wish that were me,2019-05-17 12:16:13
goverment hooker again,0,0,Locals are just now hearing about James Charles... it’s been years,2019-05-17 12:16:05
raven,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:16:05
Brandon,0,0,@HistGeekGirl You follow her? I only know she exists because if her controversy with James Charles that was getting… https://t.co/8GrJ4nieGU,2019-05-17 12:15:56
SUBSCRIBE TO PEWDIEPIE,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:15:55
- - 2 0 0 2,0,62,"RT @AsheLilith: Just because James Charles got ""cancelledt"" 

Doesn't mean one small fucking thing ya'll be cancelling people too. 

You fu…",2019-05-17 12:15:54
Herr Birck ⚫⚪🔴 🇩🇪,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:15:51
𝓗𝓪𝓶𝓻𝓪,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:15:50
louis,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:15:47
Ryan 🥀,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:15:46
Doudboy Gamer,0,6769,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:15:44
Ramiro M,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 12:15:43
elkokun,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:15:42
Loopy,4,0,"oh god 🤢🤢🤢🤢 that wasn't very kek at all james charles 🤧🤧😵 in fact, dude you're kinda cringe!!!!🤮🤮🤮🤮🤮🤮",2019-05-17 12:15:40
Shruggernaut,0,0,"@BrittanyVenti I don't know who James Charles is, so I guess I'd keep scrolling.",2019-05-17 12:15:37
Katie P,0,0,@halsey @LilNasX James Charles take note this is how u turn straights 🔥😍,2019-05-17 12:15:34
bee saw endgame x2,0,124,"RT @GV20GAYTEEN: Beauty YouTube Community: Up in flames, James Charles career cancellation, exposing

Jenna Marbles: https://t.co/ZBlErmKuf1",2019-05-17 12:15:33
caroline,0,15464,"RT @alfiexrose: okay i get that everyone is mad at james charles but he actually made a good point here, https://t.co/qkGJjXy47I",2019-05-17 12:15:30
Hercules ➐,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:15:26
mehmet,0,206,RT @PopCrave: Model Jay Alvarrez says James Charles has “no game” after posting flirty DM he received from James Charles. https://t.co/Hk24…,2019-05-17 12:15:25
ellielovessebaek,0,311,"RT @baekchew: who has done more in the youtube industry?

rt for baekhyun
like for james charles https://t.co/qfmWlgtSst",2019-05-17 12:15:21
Aubrey Compton,0,18,RT @terinjoseph: i wonder what james charles is doing right now,2019-05-17 12:15:19
🌻callum blair x,0,2507,RT @erkancomlekci: James Charles running away after having a FLOP apology video https://t.co/aUbmNOMHqi,2019-05-17 12:15:15
JokerMain69,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:15:14
Jessica Merad,0,0,James Charles kinda low key reminds me of a Michael Jackson 🤔,2019-05-17 12:15:05
kempaa1,0,4858,RT @thelightalex: JAMES CHARLES REALLY PAID PAPARAZZI TO TAKE PHOTOS OF HIM LOOKING SAD SO THAT PEOPLE WOULD FEEL SORRY FOR HIM LMAO 😭😭😭😭😭…,2019-05-17 12:14:53
BenjiVoices,1,0,"I'm still lost on the whole James Charles situation. Surely that can't be all there is &amp; we're missing details, rig… https://t.co/hYxLdWS4bI",2019-05-17 12:14:50
𝔴𝔦𝔱𝔠𝔥,0,20239,"RT @TROYCETV: Can we all agree Bretman Rock deserves all the Hype that James Charles gets. He’s funny ,real, genuine ,humble &amp; unproblematic",2019-05-17 12:14:48
Sauketo (I like anime),0,84,RT @roomieofficial: Shane Dawson cat + James Charles controversy. Ok I ruined the joke everyone get back to work,2019-05-17 12:14:47
Sauketo (I like anime),0,11,RT @JstAboveTweetz1: The person above hates James Charles,2019-05-17 12:14:45
Slimey Gecko Goo,0,22206,"RT @natmxrvel: Who is a better influence on the YouTube community 

rt for a piece of fucking celery
like for James Charles https://t.co/WC…",2019-05-17 12:14:44
Galactic dolphin,0,14,"RT @SkylarTheWolf_: who is better?
rt for cute wolf
like for james charles https://t.co/BzcHos6tKT",2019-05-17 12:14:41
Sauketo (I like anime),0,0,@JstAboveTweetz1 @roomieofficial and it was his joke about James Charles 😂,2019-05-17 12:14:41
𝓬𝓸𝓷𝓼𝓽𝓪𝓷𝓬𝓲𝓪𝓷𝓭𝓻𝓪,0,14547,RT @starkandspidey: james charles who?? stan bretman rock https://t.co/MmuDju87Wn,2019-05-17 12:14:34
Mammon,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:14:34
reesechellew,0,17,RT @2019_predicts: James Charles will either possibly postpone or cancel his tour. It will go nothing like he wanted it to.,2019-05-17 12:14:33
ʖꖎ⚍ᒷ !¡╎リ⊣⚍ - Ice,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:14:27
RedFireRex | #Hytale! 🇨🇦,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:14:24
name cannot be blank,0,160,"RT @Memzironic: Straight people:

James Charles: https://t.co/MQtfhme9ag",2019-05-17 12:14:23
zoey witter,0,15464,"RT @alfiexrose: okay i get that everyone is mad at james charles but he actually made a good point here, https://t.co/qkGJjXy47I",2019-05-17 12:14:22
Young boy smell broke again,1,0,@BWitkes says he’s into that James Charles stuff. @jamescharles,2019-05-17 12:14:22
Bisexual Forestfire,0,2,RT @28lovesHazza: Tati is trash as much as james Charles.Witnessed his racist remarks and did nothing but give him million $ deal.Witnessed…,2019-05-17 12:14:21
ABBYWADDELL,0,828,RT @callummarkie: ahh sexual harassment from the man who called James Charles a predator?? can’t wait to see how many people defend physica…,2019-05-17 12:14:11
Bucket,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:14:06
Spub,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:14:05
troy bolton,0,305,RT @jayjuniorrr: Imagine your man taking you to the James Charles World Tour and he gets on one knee and proposes to you during this song?…,2019-05-17 12:14:00
.,0,434,RT @DolanDavk: @19_21_25_Adele @itsDvinaaa @WhereThereIsAMe @Mysmess1 @maya_11xoxo @jamescharles @yeehawmemeulous imagine consenting to a h…,2019-05-17 12:13:57
Eva Freytes Robinson,0,0,"If you ever felt that your friends were not that great, at least be at peace that you don't have friends like Nikit… https://t.co/die2sFQGOq",2019-05-17 12:13:57
Naufal,1,0,@2019_predicts Why people hate James Charles so bad like seriously I think people need support him especially women… https://t.co/qXehS4IVfb,2019-05-17 12:13:54
Kami 🖤,0,0,"y’all went from hating james charles to “leave him alone, we all make mistakes” in one day, make it make sense https://t.co/8yZioPaZGa",2019-05-17 12:13:44
THEREGALBEAGLE,0,0,"'""I did not have sexual relations with that man.""
-James Charles",2019-05-17 12:13:44
🐣,1,0,this scumbag cheated on his now ex-wife 4 times and look at him crying at the court like james charles did in his y… https://t.co/3xnZWUubBf,2019-05-17 12:13:34
RJ,0,199206,"RT @WWYITMBailey: TATI WESTBROOK REALLY JUST TOLD JAMES CHARLES TO- 

now that i have your attention, our planet is expected to become unin…",2019-05-17 12:13:34
iNabber nAbBEd mY HeaRT uWu,0,0,@taliavfx let’s beat James Charles to 1000,2019-05-17 12:13:32
IsaywhatIwant,0,47,"RT @jessrvtherford: locals: james charles is CANCELLED! STAN TATI!!!! 💋
5-7 business days later: https://t.co/t02bRNhQw1",2019-05-17 12:13:31
TiredBoy9,1,0,So apparently Jefferee Star did the same thing as James Charles got exposed for. There is even a video of him just… https://t.co/oZ6lAfsQFF,2019-05-17 12:13:29
bxtch.itz.grace,0,313,"RT @callummarkie: yeah this may be an unpopular opinion but whatever

if you are ""cancelling"" james charles yet still support jeffree star,…",2019-05-17 12:13:27
larinha stark,0,8882,RT @mikroshownu: James Charles losing subscribers while Dionysus plays in the background https://t.co/Gp8C6Mzg3U,2019-05-17 12:13:22
musa,3,0,@fentyfIop @katyperry @ArianaGrande @LilNasX @billyraycyrus @carlyraejepsen @GQMagazine @Drake Tati Westbrook calls… https://t.co/XRdDNEVS35,2019-05-17 12:13:21
Akh'raym the Soul Merchant,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:13:13
eponymous eht namuh,0,0,@shithighlandssa after trans rights and james charles,2019-05-17 12:13:05
Sicko Meme,0,0,Stop re subscribing to James Charles https://t.co/FYP2zY51cd,2019-05-17 12:13:02
➶ ｙａｎｉ ➷,1,0,"@kyunyucobsgf i mean,, it was weeks leading to finals and my grades were dropping faster than james charles' subcou… https://t.co/Gbf8sh362L",2019-05-17 12:12:51
Tori🌼,1,0,"@GabrielaAlzueta @liladriannaa @ReallyDW_ But I can, because there wasn’t. You’re telling me that Dre can be manipu… https://t.co/BJRMUF2Ltg",2019-05-17 12:12:49
Trystyn ❤️,0,2,"RT @celyyyne_: My bf a couple days ago: “so can you explain this whole James Charles drama to me?”

Me: *explains*

My bf today: “So this w…",2019-05-17 12:12:43
Jade,0,100,RT @Jaack: Was about to moan about Tati milking this James Charles thing completely dry... but then remembered I’m still living off a 2017…,2019-05-17 12:12:41
Skylar Hall,0,2195,"RT @IRLDOCTOR: WHO HAS DONE MORE FOR THE GAY COMMUNITY?

RT FOR PLAGUE DOCTORS
LIKE FOR JAMES CHARLES https://t.co/JElcMzffWg",2019-05-17 12:12:40
|| KPOP,0,5391,"RT @dumbbitchuvie: guy: i’m straight
tati westbrook: he’s straight
jeffree star: he’s straight
james charles: https://t.co/rD2vHwYf2k",2019-05-17 12:12:33
chris,0,190,RT @CaucasianJames: damn i really am replacing james charles https://t.co/3wgpyPMDVz,2019-05-17 12:12:30
Dest,2,0,How about everyone just moves out of Alabama and we cancel that shit faster than James Charles,2019-05-17 12:12:25
|| KPOP,0,37714,RT @JacobcWhite123: Jeffree Star when he found out James Charles was trying to seduce Nate https://t.co/6ZSdLJoo1A,2019-05-17 12:12:13
connor,0,2,"RT @BSans123: Isn’t she a she?

Nick O’Tein Milne on James Charles",2019-05-17 12:12:11
Lizzie,1,0,"2019 = Norte-dame fire, James Charles outed as a predator, Keith Flint’s suicide, Freddie Starr’s death, Jeremy Kyl… https://t.co/p2exKMiuo4",2019-05-17 12:12:08
@_tineeeeeeee,0,777,"RT @zeke_chan: Louis Pre Jr.
Lance Aguas
Drian Bautista
James Charles
Mika Salamanca 

they are officially cancelled be a good influncer gu…",2019-05-17 12:12:06
ChandlerG,0,6770,"RT @MatPatGT: In the wake of James Charles and ProJared, this needs to be said... https://t.co/TyVo4OlK1R",2019-05-17 12:12:01
Wood,0,212,RT @andrewzigler: James Charles starting his new job at Applebee’s after the whole Tati thing blows over https://t.co/g8LJReL8bk,2019-05-17 12:12:00
⎊ saw endgame!!!,0,22699,"RT @wwxslut: James charles: racist

y'all: sleep

James charles: transphobic 

y'all: sleep

james charles: sells out his friend 

y'all: s…",2019-05-17 12:11:51
Tom,0,13928,"RT @hurdlermiller: Okay I’m done, this meme of Tati on James Charles wins https://t.co/djjxjDaVPj",2019-05-17 12:11:41
Wannie,0,24,RT @chantaism: dancing red flavor to james charles' apology ✨😭 https://t.co/3TkQiqqtbN,2019-05-17 12:11:41
Humans Are Retarded Creatures,1,0,"@captangelika @pewdiepie James Charles was as clear as broad daylight dude wdym, now Tati... needs the criticism",2019-05-17 12:11:29
Gus,0,5,"RT @OnTheLatch: ☕ep 6: BYE SISTER☕ft.
• fashionably late to the #MetGala Party
• ""gay roles for gay actors""
• @antoni is our mum now 
• #Dr…",2019-05-17 12:11:24
miyo,0,184,"RT @velvetpromoter: tati : releases “why i did it ...”
james charles : https://t.co/1edy7tUeEN",2019-05-17 12:11:15
🌺im baby🌺,0,2,RT @stormycatras: Still love how people didn’t come for The Weeknd singing about “fucking girls straight” anywhere NEAR as hard they have f…,2019-05-17 12:11:06
Jenna,0,23,"RT @berlynyvonne: my tl: 

relationships 
abortion
depression
relationships 
james charles and tati
relationships
anxiety
abortion 
abortio…",2019-05-17 12:11:03
Miaॐ,0,24233,RT @goodbeanalt: James Charles being cancelled by the entire internet in a day is the modern version of Caesar being stabbed 23 times by th…,2019-05-17 12:10:58
tat,0,1397,"RT @noise_account: like for james charles
rt for a literal fucking picture of nothing https://t.co/I4F13abWBO",2019-05-17 12:10:52
ᴋᴏᴅᴇᴇʀᴀɴᴛs,5,0,@RickyPDillon I’m guessing the James Charles video is getting scrapped?,2019-05-17 12:10:50
Clarissa,0,116,"RT @KEEMSTAR: Conflicted .

I have been betrayed by people who i helped out big time on YouTube so i understand exactly how Tati felt!

But…",2019-05-17 12:10:50
кαу кαу💘,0,0,@KianAndJc If you put James Charles in he would win bc no one could Stand him for more than 3 minutes🙊,2019-05-17 12:10:48
spunge,0,2393,"RT @augmc2: Who’s a better influence?

Retweet for Steve from Minecraft 
Like for James Charles https://t.co/OM7Z3srHEH",2019-05-17 12:10:44
Jorence from Paramore🐬🌺,0,942,"RT @sickourie: James Charles : 
- transphobic 
- hunt on straight guys 
- charges $500 for a m&amp;g 
- can’t sing

Brendon Urie :
- supports e…",2019-05-17 12:10:44
sha is excited for Roads,1,0,"nobody:
absolutely nobody:
I assure you no one at all:
James Charles: aLL tHe sHine✨✨ oF a THoUsAnD SpOtlIGhTs🔦💡🚦🚥⚡… https://t.co/DSehj5Aa3l",2019-05-17 12:10:32
Christina J Samuel,0,6,"RT @shitakowski: james charles: 
- transphobic 
- not woke 
- charges $500 for m&amp;g 
- can’t sing

waitress london cast:
- not transphobic
-…",2019-05-17 12:10:30
Nick ✨,0,371,"RT @KactusCove: Who did more for the beauty community? 

Retweet for Bella Goth
Favorite for James Charles https://t.co/ChakAIRYye",2019-05-17 12:10:08
ET Canada,2,1,"Tati Westbrook releases a second video amidst the James Charles drama
https://t.co/mOt2tvgTEQ",2019-05-17 12:10:05
angie 🐣,0,0,Wait- James Charles is 19??!!!! IT MEANS HE'S THE SAME AGE AS ME KSJSKS.,2019-05-17 12:10:03
el sqwebb,0,100,RT @Jaack: Was about to moan about Tati milking this James Charles thing completely dry... but then remembered I’m still living off a 2017…,2019-05-17 12:10:01
Kenneth The Menneth,0,0,@OMGItsBirdman Hacked by James Charles.,2019-05-17 12:10:00
Ibeth Martinez Ramirez,0,9522,RT @httpickles: Ok but why James Charles look like Kevin from Spongebob IM- https://t.co/As4T96FlRH,2019-05-17 12:09:59
yiren,0,0,OMG 😳I can’t believe James Charles said this 😳😳 #EVERGLOW #Kpop https://t.co/KkxaZcivWa,2019-05-17 12:09:37
Theo Abrahamsson,0,382,"RT @ImTheRealThanos: Let’s see what happens....

Retweet for me or like for James Charles..... https://t.co/OCtkWOspmQ",2019-05-17 12:09:36
